0	1	1
5	148.4137	148.4131
6	403.4287	403.4287
9	8103.3830	8103.0839
10	22026.4668	22026.4657
11	59874.1500	59874.1417
12	162753.3440	162754.7914
13	442413.2810	442413.3920
